team_id,team_name,league,year,season,matches,wins,draws,losses,scored,conceded,xG,xGA,npxG,npxGA,deep,deep_allowed,pts,xpts,ppda_coef,oppda_coef,npxGD,xG_diff,xGA_diff,xpts_diff,position,scrape_timestamp
83,Arsenal,EPL,2025,2025/26,12,9,2,1,24,6,23.341538999999997,7.8025362000000005,21.819198999999998,7.8025362000000005,115,39,29,26.498799999999996,9.294117647058824,16.939393939393938,14.016662799999997,-0.6584610000000026,1.8025362000000005,-2.5012000000000043,1,2025-11-26T17:00:40.108360
80,Chelsea,EPL,2025,2025/26,12,7,2,3,23,11,25.058362,14.329218999999998,24.297192,14.329218999999998,97,72,23,21.1978,9.19622641509434,14.94758064516129,9.967973,2.058361999999999,3.3292189999999984,-1.8021999999999991,2,2025-11-26T17:00:40.108360
88,Manchester City,EPL,2025,2025/26,12,7,1,4,24,10,23.50939,13.421224,22.748217,12.660054,117,63,22,23.237600000000004,12.7981220657277,12.541516245487365,10.088163,-0.4906100000000002,3.4212240000000005,1.237600000000004,3,2025-11-26T17:00:40.108360
71,Aston Villa,EPL,2025,2025/26,12,6,3,3,15,11,11.770221000000001,17.624226,11.770221000000001,16.101886,86,71,21,11.7638,11.492822966507177,9.174603174603174,-4.331664999999999,-3.229778999999999,6.624226,-9.2362,4,2025-11-26T17:00:40.108360
78,Crystal Palace,EPL,2025,2025/26,12,5,5,2,16,9,22.474778999999998,15.989574,20.952439,15.228404,87,72,20,20.285700000000002,14.240663900414937,9.626459143968871,5.724034999999999,6.474778999999998,6.989573999999999,0.28570000000000206,5,2025-11-26T17:00:40.108360
73,Bournemouth,EPL,2025,2025/26,12,5,4,3,19,20,18.961647000000003,16.175214,16.678143000000002,15.414044000000002,88,77,19,19.0722,8.078175895765472,10.934426229508198,1.2640989999999999,-0.038352999999997195,-3.8247859999999996,0.07219999999999871,6,2025-11-26T17:00:40.108360
77,Sunderland,EPL,2025,2025/26,12,5,4,3,14,11,12.641816,17.120075,11.880645000000001,16.358909,50,108,19,13.7734,14.0,11.532407407407407,-4.478263999999999,-1.3581839999999996,6.120075,-5.2265999999999995,7,2025-11-26T17:00:40.108360
220,Brighton,EPL,2025,2025/26,12,5,4,3,19,16,17.689905999999997,16.511803999999998,15.406394999999998,14.228298,71,82,19,17.0953,9.88135593220339,12.5748031496063,1.1780969999999975,-1.310094000000003,0.5118039999999979,-1.9046999999999983,8,2025-11-26T17:00:40.108360
72,Everton,EPL,2025,2025/26,12,5,3,4,13,13,15.842307,18.230998,15.081137,16.708658,76,93,18,15.138599999999999,14.291845493562231,8.699604743083004,-1.6275209999999998,2.842307,5.230998,-2.8614000000000015,9,2025-11-26T17:00:40.108360
82,Tottenham,EPL,2025,2025/26,12,5,3,4,20,14,12.7823602,17.136133,12.7823602,17.136133,65,78,18,14.776000000000003,9.666666666666666,10.557553956834532,-4.3537728000000016,-7.217639800000001,3.136133000000001,-3.2239999999999966,10,2025-11-26T17:00:40.108360
87,Liverpool,EPL,2025,2025/26,12,6,0,6,18,20,21.495323,18.709440999999998,20.734153,17.187108,112,73,18,18.275700000000004,8.788018433179724,14.217021276595744,3.5470450000000007,3.495322999999999,-1.2905590000000018,0.27570000000000405,11,2025-11-26T17:00:40.108360
89,Manchester United,EPL,2025,2025/26,12,5,3,4,19,19,22.478206,16.989299,20.194694,16.989299,84,68,18,19.761700000000005,11.153526970954356,11.468,3.2053949999999993,3.478206,-2.010701000000001,1.7617000000000047,12,2025-11-26T17:00:40.108360
244,Brentford,EPL,2025,2025/26,12,5,1,6,18,19,21.878932,14.439445000000001,17.311928,12.917104,66,80,16,20.8395,13.004065040650406,9.808943089430894,4.394824000000002,3.878931999999999,-4.560554999999999,4.839500000000001,13,2025-11-26T17:00:40.108360
86,Newcastle United,EPL,2025,2025/26,12,4,3,5,13,15,16.982627,13.961945,16.221457,13.200775,78,74,15,18.059400000000004,10.498069498069498,11.324894514767932,3.0206820000000008,3.982627000000001,-1.038055,3.0594000000000037,14,2025-11-26T17:00:40.108360
228,Fulham,EPL,2025,2025/26,12,4,2,6,13,16,14.948682999999999,17.360856,14.948682999999999,15.077343,90,79,14,14.6489,12.898678414096917,13.052401746724891,-0.12866000000000177,1.948682999999999,1.3608559999999983,0.6488999999999994,15,2025-11-26T17:00:40.108360
249,Nottingham Forest,EPL,2025,2025/26,12,3,3,6,13,20,14.281050000000002,20.787801999999996,13.519890000000002,18.504296,67,76,12,13.292800000000003,12.41908713692946,11.157894736842104,-4.984405999999998,1.2810500000000022,0.7878019999999957,1.2928000000000033,16,2025-11-26T17:00:40.108360
81,West Ham,EPL,2025,2025/26,12,3,2,7,15,25,12.204244000000001,24.777364,11.443074,23.255024000000002,54,92,11,10.863199999999999,16.095959595959595,10.0,-11.811950000000003,-2.795755999999999,-0.2226360000000014,-0.13680000000000092,17,2025-11-26T17:00:40.108360
245,Leeds,EPL,2025,2025/26,12,3,2,7,11,22,15.208687999999999,15.670321000000001,14.447517999999999,14.147991000000003,51,61,11,17.261300000000002,12.619607843137254,12.261044176706827,0.2995269999999959,4.208687999999999,-6.329678999999999,6.261300000000002,18,2025-11-26T17:00:40.108360
92,Burnley,EPL,2025,2025/26,12,3,1,8,14,24,10.655529,27.822509,10.655529,25.538999,45,111,10,6.2934,13.813229571984436,11.318840579710145,-14.88347,-3.3444710000000004,3.822509,-3.7066,19,2025-11-26T17:00:40.108360
229,Wolverhampton Wanderers,EPL,2025,2025/26,12,0,2,10,7,27,10.550144999999999,19.895768999999998,9.788974999999999,19.895768999999998,67,97,2,11.004199999999997,10.752727272727272,12.057777777777778,-10.106793999999999,3.5501449999999988,-7.104231000000002,9.004199999999997,20,2025-11-26T17:00:40.108360
150,Real Madrid,La_liga,2025,2025/26,13,10,2,1,28,12,32.291693,15.802399000000001,27.719318,14.315849000000004,127,68,32,27.985299999999995,9.23076923076923,14.438735177865613,13.403468999999998,4.291693000000002,3.802399000000001,-4.014700000000005,1,2025-11-26T17:00:40.108360
148,Barcelona,La_liga,2025,2025/26,13,10,1,2,36,15,32.95948,17.945287,30.729650000000003,15.715447000000001,170,50,31,26.886900000000004,7.583941605839416,16.333333333333332,15.014203000000002,-3.0405200000000008,2.9452870000000004,-4.113099999999996,2,2025-11-26T17:00:40.108360
154,Villarreal,La_liga,2025,2025/26,13,9,2,2,26,11,26.438549000000002,16.545162,25.695269000000003,14.315334,117,79,29,25.290200000000002,14.716417910447761,12.037593984962406,11.379935000000003,0.43854900000000185,5.545162000000001,-3.7097999999999978,3,2025-11-26T17:00:40.108360
143,Atletico Madrid,La_liga,2025,2025/26,13,8,4,1,25,11,26.605173999999995,13.269504999999999,24.375363999999994,12.526226999999999,134,58,28,26.1218,10.745387453874539,15.277551020408163,11.849136999999995,1.6051739999999945,2.2695049999999988,-1.8781999999999996,4,2025-11-26T17:00:40.108360
141,Espanyol,La_liga,2025,2025/26,13,6,3,4,17,16,23.483136000000002,19.50067,21.253296,18.757389999999997,75,87,21,19.5004,13.187702265372168,10.61847389558233,2.4959060000000015,6.483136000000002,3.5006699999999995,-1.499600000000001,5,2025-11-26T17:00:40.108360
153,Real Betis,La_liga,2025,2025/26,13,5,6,2,20,14,20.746636000000002,14.763307000000001,20.746636000000002,14.020027,104,71,21,21.5854,12.557894736842105,13.536764705882353,6.726609000000002,0.7466360000000023,0.7633070000000011,0.5853999999999999,6,2025-11-26T17:00:40.108360
142,Getafe,La_liga,2025,2025/26,13,5,2,6,12,15,11.076419999999999,16.465334,11.076419999999999,15.722052,36,56,17,14.636,10.0,6.0,-4.645632000000001,-0.9235800000000012,1.4653339999999986,-2.3640000000000008,7,2025-11-26T17:00:40.108360
147,Athletic Club,La_liga,2025,2025/26,13,5,2,6,12,17,17.591588,13.327407,15.361747999999999,13.327407,80,58,17,20.5721,10.12797619047619,11.434615384615384,2.0343409999999995,5.591588000000002,-3.672593000000001,3.572099999999999,8,2025-11-26T17:00:40.108360
138,Sevilla,La_liga,2025,2025/26,13,5,1,7,19,21,13.808938999999999,23.20354,12.322386,19.487159000000002,69,81,16,11.266,8.258064516129032,9.702127659574469,-7.164773000000002,-5.191061000000001,2.2035400000000003,-4.734,9,2025-11-26T17:00:40.108360
140,Real Sociedad,La_liga,2025,2025/26,13,4,4,5,17,18,20.57219,17.511651,18.342364,16.768371,87,87,16,20.7786,9.535031847133759,12.710743801652892,1.5739930000000015,3.572189999999999,-0.4883489999999995,4.778600000000001,10,2025-11-26T17:00:40.108360
145,Rayo Vallecano,La_liga,2025,2025/26,13,4,4,5,12,14,19.803958,20.231987,19.060677999999996,18.745435,66,79,16,18.304699999999997,9.39202657807309,14.103734439834025,0.3152429999999953,7.8039580000000015,6.231987,2.304699999999997,11,2025-11-26T17:00:40.108360
152,Celta Vigo,La_liga,2025,2025/26,13,3,7,3,16,18,15.64046,20.749024999999996,14.153904999999998,16.923797999999998,104,80,16,16.209400000000002,12.260073260073261,13.688644688644688,-2.7698929999999997,-0.35954000000000086,2.749024999999996,0.20940000000000225,12,2025-11-26T17:00:40.108360
207,Elche,La_liga,2025,2025/26,13,3,7,3,15,16,15.732982,20.652282,14.989832,19.165729,68,81,16,14.797799999999999,9.494252873563218,11.24927536231884,-4.175896999999999,0.7329819999999998,4.652282,-1.2022000000000013,13,2025-11-26T17:00:40.108360
158,Alaves,La_liga,2025,2025/26,13,4,3,6,11,12,16.611041999999998,13.379267,14.381206,12.635992,44,63,15,19.6079,8.857575757575757,9.45,1.7452140000000007,5.611041999999998,1.3792670000000005,4.607900000000001,14,2025-11-26T17:00:40.108360
146,Valencia,La_liga,2025,2025/26,13,3,4,6,12,21,15.666051999999999,21.030327000000003,14.922778999999998,18.687777,51,100,13,16.4199,13.928270042194093,10.278688524590164,-3.764998000000002,3.6660519999999988,0.030327000000003324,3.4198999999999984,15,2025-11-26T17:00:40.108360
239,Mallorca,La_liga,2025,2025/26,13,3,3,7,13,20,13.467794000000001,24.287992,12.724514,22.058163999999998,42,102,12,11.057700000000002,13.456896551724139,9.162162162162161,-9.333649999999999,0.4677940000000014,4.287991999999999,-0.9422999999999977,16,2025-11-26T17:00:40.108360
157,Osasuna,La_liga,2025,2025/26,13,3,2,8,10,16,14.505213999999999,18.518241000000003,12.275381000000003,17.031693,62,90,11,14.625600000000002,13.43673469387755,11.155642023346303,-4.756311999999998,4.505213999999999,2.5182410000000033,3.625600000000002,17,2025-11-26T17:00:40.108360
223,Girona,La_liga,2025,2025/26,13,2,5,6,12,25,16.109424,28.990925999999998,13.879585,26.761085999999995,63,89,11,11.400400000000001,15.013274336283185,10.227692307692308,-12.881500999999995,4.109424000000001,3.990925999999998,0.4004000000000012,18,2025-11-26T17:00:40.108360
151,Levante,La_liga,2025,2025/26,13,2,3,8,16,24,21.026942,25.258542,19.431418,24.515261999999993,71,132,9,14.3884,14.041353383458647,9.045977011494253,-5.083843999999992,5.026941999999998,1.2585419999999985,5.388400000000001,19,2025-11-26T17:00:40.108360
289,Real Oviedo,La_liga,2025,2025/26,13,2,3,8,7,20,11.493770000000001,24.198592,10.007212,21.968761999999998,57,116,9,9.6257,15.307359307359308,9.510769230769231,-11.961549999999997,4.493770000000001,4.198592000000001,0.6257000000000001,20,2025-11-26T17:00:40.108360
161,Paris Saint Germain,Ligue_1,2025,2025/26,13,9,3,1,27,11,26.517425000000003,13.403169999999996,23.477046000000005,11.88299,148,53,30,27.175600000000003,6.912621359223301,22.1,11.594056000000005,-0.4825749999999971,2.403169999999996,-2.824399999999997,1,2025-11-26T17:00:40.108360
164,Marseille,Ligue_1,2025,2025/26,13,9,1,3,33,12,29.036227999999994,14.261125999999997,25.235747999999997,13.501025999999998,103,49,28,26.243,10.738562091503267,23.09278350515464,11.734722,-3.963772000000006,2.2611259999999973,-1.7570000000000014,2,2025-11-26T17:00:40.108360
210,Lens,Ligue_1,2025,2025/26,13,9,1,3,22,11,28.389986999999998,19.684086,25.349601,16.508698000000003,105,80,28,23.1185,13.32996632996633,10.80456026058632,8.840902999999997,6.389986999999998,8.684086,-4.881499999999999,3,2025-11-26T17:00:40.108360
160,Lille,Ligue_1,2025,2025/26,13,7,2,4,27,17,28.681485,17.58794,25.641105,15.913164000000002,146,48,23,24.283800000000003,8.80952380952381,14.439024390243903,9.727940999999998,1.6814849999999986,0.5879399999999997,1.283800000000003,4,2025-11-26T17:00:40.108360
225,Strasbourg,Ligue_1,2025,2025/26,13,7,1,5,24,17,23.6793,18.150984,22.159119,16.630784,92,71,22,20.430799999999998,12.079754601226995,12.8023598820059,5.528335000000002,-0.32069999999999865,1.1509840000000011,-1.5692000000000021,5,2025-11-26T17:00:40.108360
163,Rennes,Ligue_1,2025,2025/26,13,5,6,2,23,18,21.8056472,25.10028,20.2854592,22.059882,57,98,21,16.3782,11.86159169550173,11.367892976588628,-1.7744228000000035,-1.1943528000000008,7.1002800000000015,-4.6218,6,2025-11-26T17:00:40.108360
178,Lyon,Ligue_1,2025,2025/26,13,6,3,4,18,15,20.530172,16.574149,19.009971999999998,15.814051999999998,79,57,21,20.389600000000005,10.57243816254417,12.009677419354839,3.195919999999999,2.5301720000000003,1.5741489999999985,-0.610399999999995,7,2025-11-26T17:00:40.108360
171,Monaco,Ligue_1,2025,2025/26,13,6,2,5,25,25,28.194432,22.431694999999998,24.258952,18.631217,107,86,20,21.4006,8.132432432432433,13.779783393501805,5.627735000000001,3.194431999999999,-2.5683050000000023,1.4006000000000007,8,2025-11-26T17:00:40.108360
170,Nice,Ligue_1,2025,2025/26,13,5,2,6,18,23,17.774128,22.780794,16.253938,18.980317,72,108,17,14.473000000000003,14.1701244813278,10.15210355987055,-2.726378999999998,-0.22587199999999896,-0.2192059999999998,-2.5269999999999975,9,2025-11-26T17:00:40.108360
167,Angers,Ligue_1,2025,2025/26,13,4,4,5,11,15,11.675056999999999,24.018761999999995,10.914957,20.978372999999998,42,86,16,10.6843,19.305439330543933,9.972560975609756,-10.063415999999998,0.6750569999999989,9.018761999999995,-5.3157,10,2025-11-26T17:00:40.108360
174,Toulouse,Ligue_1,2025,2025/26,13,4,4,5,18,17,19.261352,18.178532,14.700776999999999,15.138156,79,76,16,19.0805,12.268072289156626,9.744525547445255,-0.43737900000000174,1.2613519999999987,1.1785320000000006,3.0805000000000007,11,2025-11-26T17:00:40.108360
282,Le Havre,Ligue_1,2025,2025/26,13,3,5,5,13,20,15.133178000000001,18.889604,13.612988000000001,16.609316999999997,52,79,14,17.685200000000002,10.574404761904763,11.381818181818181,-2.996328999999996,2.133178000000001,-1.1103960000000015,3.685200000000002,12,2025-11-26T17:00:40.108360
290,Paris FC,Ligue_1,2025,2025/26,13,4,2,7,20,25,19.276640999999998,23.527506000000002,17.756455999999996,18.966936,79,68,14,15.472999999999999,13.560483870967742,15.387453874538746,-1.210480000000004,-0.7233590000000021,-1.4724939999999975,1.472999999999999,13,2025-11-26T17:00:40.108360
241,Brest,Ligue_1,2025,2025/26,13,3,4,6,17,23,20.209998,22.024124,15.649436,20.503943999999997,64,91,13,18.0842,11.736842105263158,12.364754098360656,-4.854507999999997,3.209997999999999,-0.9758759999999995,5.084199999999999,14,2025-11-26T17:00:40.108360
168,Nantes,Ligue_1,2025,2025/26,13,2,5,6,12,19,12.881299999999996,22.015363999999998,12.121199999999998,20.495165999999998,47,103,11,11.417000000000002,13.86,9.259375,-8.373966,0.881299999999996,3.015363999999998,0.4170000000000016,15,2025-11-26T17:00:40.108360
179,Lorient,Ligue_1,2025,2025/26,13,2,5,6,15,27,18.247479,22.508797199999997,15.052498000000002,17.9482272,60,85,11,14.432800000000002,17.819383259911895,9.60790273556231,-2.8957292,3.2474789999999985,-4.4912028000000035,3.432800000000002,16,2025-11-26T17:00:40.108360
180,Metz,Ligue_1,2025,2025/26,13,3,2,8,14,30,14.515989999999999,28.084477,11.475604999999998,24.283997,42,108,11,10.6793,17.704545454545453,11.720364741641337,-12.808392000000001,0.5159899999999986,-1.9155230000000003,-0.32070000000000043,17,2025-11-26T17:00:40.108360
275,Auxerre,Ligue_1,2025,2025/26,13,2,2,9,7,19,14.753065999999999,21.341475,12.472771999999999,20.581383,52,80,8,14.143499999999996,13.825938566552901,7.982035928143713,-8.108611,7.753065999999999,2.341474999999999,6.143499999999996,18,2025-11-26T17:00:40.108360
196,FC Krasnodar,RFPL,2025,2025/26,16,10,4,2,29,10,26.002125,12.9573289,25.247845,10.6945139,163,95,34,30.150899999999996,6.457575757575758,9.54812834224599,14.553331100000001,-2.9978750000000005,2.9573289000000003,-3.8491000000000035,1,2025-11-26T17:00:40.108360
185,CSKA Moscow,RFPL,2025,2025/26,16,10,3,3,26,14,23.484173,18.387339,19.712800999999995,17.633059000000003,108,113,33,26.017200000000003,8.874626865671642,10.660326086956522,2.0797419999999924,-2.5158270000000016,4.387339000000001,-6.9827999999999975,2,2025-11-26T17:00:40.108360
189,Zenit St. Petersburg,RFPL,2025,2025/26,16,9,6,1,31,12,24.032049999999998,12.54971,18.742419,11.006063,139,78,33,29.549700000000005,8.964912280701755,9.907317073170733,7.7363560000000025,-6.967950000000002,0.5497099999999993,-3.450299999999995,3,2025-11-26T17:00:40.108360
192,Lokomotiv Moscow,RFPL,2025,2025/26,16,8,7,1,32,20,25.338997,21.660527,23.076188000000002,18.643448999999997,146,117,31,24.5742,9.987804878048781,11.202898550724637,4.432739000000005,-6.661003000000001,1.6605269999999983,-6.425799999999999,4,2025-11-26T17:00:40.108360
278,Baltika,RFPL,2025,2025/26,16,7,8,1,21,7,20.597024,13.804294500000001,18.334195,13.0500225,122,85,29,27.399,6.395604395604396,7.694244604316546,5.2841725,-0.4029759999999989,6.804294500000001,-1.600999999999999,5,2025-11-26T17:00:40.108360
183,Spartak Moscow,RFPL,2025,2025/26,16,8,4,4,25,21,22.2236535,17.281543999999997,19.1714545,14.254734,105,82,28,26.1847,6.53757225433526,10.997395833333334,4.9167205,-2.776346499999999,-3.7184560000000033,-1.8153000000000006,6,2025-11-26T17:00:40.108360
186,Rubin Kazan,RFPL,2025,2025/26,16,6,5,5,16,19,15.888843,17.555123000000002,13.626019000000001,16.046573,71,95,23,20.5149,11.330555555555556,7.683333333333334,-2.4205539999999974,-0.1111570000000004,-1.4448769999999982,-2.485099999999999,7,2025-11-26T17:00:40.108360
283,Akron,RFPL,2025,2025/26,16,5,6,5,21,22,18.821416999999997,23.81115700000001,14.295769999999997,23.056887000000003,95,131,21,18.6333,9.027322404371585,8.19205298013245,-8.761117000000006,-2.1785830000000033,1.8111570000000086,-2.3667000000000016,8,2025-11-26T17:00:40.108360
190,Dinamo Moscow,RFPL,2025,2025/26,16,5,5,6,25,23,25.348436000000003,19.501262800000003,23.839886000000003,17.992722800000003,100,83,20,25.7088,7.441260744985673,9.97239263803681,5.847163200000001,0.3484360000000031,-3.498737199999997,5.7088,9,2025-11-26T17:00:40.108360
187,FC Rostov,RFPL,2025,2025/26,16,4,6,6,12,17,16.708225,14.688936800000002,15.199674,12.294571800000002,124,86,18,22.547200000000004,6.901808785529716,8.864864864864865,2.905102199999998,4.708224999999999,-2.3110631999999978,4.547200000000004,10,2025-11-26T17:00:40.108360
194,Krylya Sovetov Samara,RFPL,2025,2025/26,16,4,5,7,20,26,13.699283999999999,26.446685,12.945019000000002,24.938135,68,148,17,13.9681,10.816393442622951,8.898907103825136,-11.993115999999997,-6.300716000000001,0.44668499999999867,-3.0319000000000003,11,2025-11-26T17:00:40.108360
188,FK Akhmat,RFPL,2025,2025/26,16,4,4,8,19,24,18.503049,20.852741,15.485962999999998,20.852741,112,98,16,20.161399999999997,10.612698412698412,8.066666666666666,-5.366778000000004,-0.49695099999999925,-3.1472589999999983,4.161399999999997,12,2025-11-26T17:00:40.108360
284,Dynamo Makhachkala,RFPL,2025,2025/26,16,3,5,8,8,20,15.768349999999998,14.659670999999998,14.882525999999999,12.396841999999998,82,76,14,21.939,7.9847715736040605,6.509536784741145,2.485684000000001,7.768349999999998,-5.340329000000002,7.939,13,2025-11-26T17:00:40.108360
199,FC Orenburg,RFPL,2025,2025/26,16,2,6,8,17,26,16.941864,23.057367,14.679029,20.794537000000002,96,124,12,17.5584,8.566153846153846,7.136498516320475,-6.115508000000002,-0.058136000000001076,-2.9426330000000007,5.558399999999999,14,2025-11-26T17:00:40.108360
236,PFC Sochi,RFPL,2025,2025/26,16,2,2,12,14,37,11.099476200000002,26.999932,10.197809200000002,20.211457,53,117,8,11.7425,11.501706484641637,8.21951219512195,-10.013647799999998,-2.9005237999999984,-10.000067999999999,3.7424999999999997,15,2025-11-26T17:00:40.108360
263,Nizhny Novgorod,RFPL,2025,2025/26,16,2,2,12,9,27,12.9983643,23.241712,12.9983643,18.568653999999995,73,129,8,14.174900000000001,10.575342465753424,6.807594936708861,-5.570289699999995,3.9983643000000004,-3.7582880000000003,6.174900000000001,16,2025-11-26T17:00:40.108360
95,Roma,Serie_A,2025,2025/26,12,9,0,3,15,6,18.231011000000002,14.089182000000001,16.70841,14.089182000000001,94,48,27,19.940599999999996,7.8361204013377925,13.197478991596638,2.6192279999999997,3.2310110000000023,8.089182000000001,-7.059400000000004,1,2025-11-26T17:00:40.108360
105,Napoli,Serie_A,2025,2025/26,12,8,1,3,19,11,18.958924,15.14658,16.675039,12.094455,76,38,25,19.006899999999998,10.525490196078431,15.085020242914979,4.580584000000002,-0.041076000000000334,4.14658,-5.993100000000002,2,2025-11-26T17:00:40.108360
111,AC Milan,Serie_A,2025,2025/26,12,7,4,1,18,9,20.876478000000002,12.773639,18.592579,9.728434,99,65,25,22.522799999999997,17.545454545454547,15.035874439461884,8.864145,2.8764780000000023,3.7736389999999993,-2.4772000000000034,3,2025-11-26T17:00:40.108360
97,Bologna,Serie_A,2025,2025/26,12,7,3,2,21,8,19.655029,13.814524699999998,17.371131000000002,12.291924699999997,59,55,24,19.8844,8.55,10.768115942028986,5.0792063000000045,-1.344971000000001,5.814524699999998,-4.115600000000001,4,2025-11-26T17:00:40.108360
106,Inter,Serie_A,2025,2025/26,12,8,0,4,26,13,27.56746,10.590916000000002,25.283556,9.068325000000002,138,42,24,26.300599999999996,8.798586572438163,17.497630331753555,16.215231,1.5674600000000005,-2.4090839999999982,2.3005999999999958,5,2025-11-26T17:00:40.108360
