team_id,team_name,league,year,season,matches,wins,draws,losses,scored,conceded,xG,xGA,npxG,npxGA,deep,deep_allowed,pts,xpts,ppda_coef,oppda_coef,npxGD,xG_diff,xGA_diff,xpts_diff,position,scrape_timestamp
286,Como,Serie_A,2025,2025/26,12,5,6,1,17,7,17.282227000000002,14.030905999999998,16.513998,13.269607999999998,62,57,21,18.8476,6.562130177514793,12.198051948051948,3.2443900000000028,0.28222700000000245,7.030905999999998,-2.1524,6,2025-11-26T17:00:40.108360
98,Juventus,Serie_A,2025,2025/26,12,5,5,2,15,11,19.664507999999998,11.399608999999998,18.141907999999997,9.877012,81,39,20,21.579700000000003,9.2,16.186046511627907,8.264895999999997,4.664507999999998,0.3996089999999981,1.5797000000000025,7,2025-11-26T17:00:40.108360
96,Lazio,Serie_A,2025,2025/26,12,5,3,4,15,9,15.101364999999998,16.161089,14.340065,16.161089,48,72,18,14.117799999999999,13.995780590717299,10.445121951219512,-1.8210240000000013,0.1013649999999977,7.1610890000000005,-3.882200000000001,8,2025-11-26T17:00:40.108360
104,Sassuolo,Serie_A,2025,2025/26,12,5,2,5,16,14,15.903446,18.770045,13.437013000000002,17.247443000000004,66,67,17,15.569399999999998,13.460869565217392,10.30566037735849,-3.810430000000002,-0.09655399999999936,4.770045,-1.4306000000000019,9,2025-11-26T17:00:40.108360
99,Udinese,Serie_A,2025,2025/26,12,4,3,5,12,20,15.063037000000001,18.370784,14.301741,15.325583000000002,64,54,15,14.430600000000002,10.541516245487365,10.163865546218487,-1.023842000000002,3.0630370000000013,-1.6292159999999996,-0.5693999999999981,10,2025-11-26T17:00:40.108360
113,Torino,Serie_A,2025,2025/26,12,3,5,4,11,21,14.411261999999999,20.65054,12.772384,18.366642,57,80,14,12.3699,16.09502262443439,10.376068376068377,-5.594257999999998,3.411261999999999,-0.34946000000000055,-1.6301000000000005,11,2025-11-26T17:00:40.108360
272,Cremonese,Serie_A,2025,2025/26,12,3,5,4,13,16,12.290517000000001,22.030003,11.529217,21.268708,34,104,14,10.825299999999999,13.265486725663717,10.244274809160306,-9.739491000000001,-0.7094829999999988,6.030003000000001,-3.1747000000000014,12,2025-11-26T17:00:40.108360
107,Atalanta,Serie_A,2025,2025/26,12,2,7,3,14,14,17.262749,13.177552999999998,17.262749,11.538673,107,46,13,19.090899999999998,12.081818181818182,14.783673469387756,5.724076,3.2627489999999995,-0.8224470000000021,6.090899999999998,13,2025-11-26T17:00:40.108360
116,Cagliari,Serie_A,2025,2025/26,12,2,5,5,12,17,12.928936,20.295186,12.167635999999998,20.295186,41,64,11,12.2898,12.63265306122449,8.905084745762712,-8.127550000000003,0.9289360000000002,3.295186000000001,1.2897999999999996,14,2025-11-26T17:00:40.108360
230,Parma Calcio 1913,Serie_A,2025,2025/26,12,2,5,5,9,15,13.345470299999999,17.440621000000004,12.584172299999999,15.918021000000001,44,82,11,15.1868,12.242914979757085,8.852459016393443,-3.3338487000000026,4.345470299999999,2.4406210000000037,4.1868,15,2025-11-26T17:00:40.108360
243,Lecce,Serie_A,2025,2025/26,12,2,4,6,8,16,9.914059,17.000062999999997,9.152763,15.477464999999999,37,89,10,11.103199999999998,12.140221402214022,8.313953488372093,-6.3247019999999985,1.914059,1.0000629999999973,1.1031999999999975,16,2025-11-26T17:00:40.108360
291,Pisa,Serie_A,2025,2025/26,12,1,7,4,10,16,13.4121417,19.409048,10.3669387,19.409048,45,114,10,13.1528,13.15748031496063,8.184615384615384,-9.042109299999998,3.4121416999999994,3.4090479999999985,3.152799999999999,17,2025-11-26T17:00:40.108360
101,Genoa,Serie_A,2025,2025/26,12,1,5,6,11,19,17.247218,18.348207299999995,15.724621999999998,16.825613299999997,45,46,8,15.695799999999998,9.003344481605351,8.61111111111111,-1.1009912999999987,6.247218,-0.651792700000005,7.695799999999998,18,2025-11-26T17:00:40.108360
94,Verona,Serie_A,2025,2025/26,12,0,6,6,7,18,14.510015000000001,14.838597999999998,13.748717000000001,13.894759999999998,55,65,6,17.2429,12.04406779661017,8.67123287671233,-0.14604299999999704,7.510015000000001,-3.1614020000000025,11.242899999999999,19,2025-11-26T17:00:40.108360
110,Fiorentina,Serie_A,2025,2025/26,12,0,6,6,10,19,15.070818999999998,20.359578,12.786924999999998,17.314392,43,68,6,12.4921,10.654471544715447,9.575862068965517,-4.527467000000003,5.070818999999998,1.359577999999999,6.492100000000001,20,2025-11-26T17:00:40.108360
